TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2022,1,22,14,52,6XX E 61ST AVE,Sunset,493254.1009,5451338.8811
Theft from Vehicle,2022,1,21,23,0,6XX E 61ST AVE,Sunset,493286.7833,5451337.99
Theft from Vehicle,2022,1,11,15,0,6XX E 62ND AVE,Sunset,493280.092,5451265.3455
Theft from Vehicle,2022,1,14,18,0,6XX E 63RD AVE,Sunset,493208.6094,5451149.9316
Theft from Vehicle,2022,1,6,0,0,6XX E GEORGIA ST,Strathcona,493344.2361,5458407.2749
Theft from Vehicle,2022,2,5,17,15,6XX EXPO BLVD,Central Business District,492087.6904,5458440.4284
Theft from Vehicle,2022,1,6,9,0,6XX HAMILTON ST,Central Business District,491780.0995,5458666.3543
Theft from Vehicle,2022,1,5,17,30,6XX HELMCKEN ST,Central Business District,491002.0063,5458316.321
Theft from Vehicle,2022,2,5,20,30,6XX PACIFIC BLVD,Central Business District,492086.1493,5458246.7755
Theft from Vehicle,2022,2,4,21,30,6XX RICHARDS ST,Central Business District,491591.2049,5458773.009
Theft from Vehicle,2022,1,8,17,30,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604
Theft from Vehicle,2022,1,14,20,0,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604
Theft from Vehicle,2022,2,6,11,48,6XX RICHARDS ST,Central Business District,491603.5931,5458785.5604
Theft from Vehicle,2022,1,2,13,24,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223
Theft from Vehicle,2022,1,3,2,5,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223
Theft from Vehicle,2022,1,4,4,5,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223
Theft from Vehicle,2022,1,8,15,0,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223
Theft from Vehicle,2022,1,12,6,45,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223
Theft from Vehicle,2022,1,12,8,0,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223
Theft from Vehicle,2022,1,17,15,5,6XX RICHARDS ST,Central Business District,491645.4025,5458827.9223
Theft from Vehicle,2022,2,6,19,45,6XX RICHARDS ST,Central Business District,491654.2803,5458836.9179
Theft from Vehicle,2022,1,15,19,30,6XX RICHARDS ST,Central Business District,491672.8153,5458842.68
Theft from Vehicle,2022,1,20,22,32,6XX RICHARDS ST,Central Business District,491672.8153,5458842.68
Theft from Vehicle,2022,2,5,23,30,6XX SEYMOUR ST,Central Business District,491609.0732,5458916.0522
Theft from Vehicle,2022,2,4,0,0,6XX UNION ST,Strathcona,493362.625,5458305.1949
Theft from Vehicle,2022,1,16,20,30,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735
Theft from Vehicle,2022,1,18,9,30,6XX W BROADWAY AVE,Fairview,491339.6104,5456735.2735
Theft from Vehicle,2022,2,4,19,0,6XX W BROADWAY AVE,Fairview,491441.1205,5456732.213
Theft from Vehicle,2022,1,7,7,30,6XX W CORDOVA ST,Central Business District,491865.2415,5459187.8455
Theft from Vehicle,2022,1,24,17,0,70XX PRINCE EDWARD ST,Sunset,492892.0867,5451956.4428
Theft from Vehicle,2022,1,23,23,0,70XX WILTSHIRE ST,Kerrisdale,489307.2017,5452106.5391
Theft from Vehicle,2022,1,30,1,0,73XX BLAKE ST,Killarney,497842.0455,5451635.2702
Theft from Vehicle,2022,1,30,0,36,76XX MATHESON CRES,Killarney,498151.6267,5451408.0204
Theft from Vehicle,2022,2,5,17,0,77XX BEAMISH CRT,Killarney,498013.619,5451266.4152
Theft from Vehicle,2022,1,29,10,30,77XX CAMBIE ST,Marpole,491467.2204,5451294.8779
Theft from Vehicle,2022,1,30,22,0,77XX CAMBIE ST,Marpole,491467.2204,5451294.8779
Theft from Vehicle,2022,1,16,0,0,77XX MONTCALM ST,Marpole,490125.0737,5451404.9343
Theft from Vehicle,2022,1,12,0,30,78XX HUDSON ST,Marpole,490222.6183,5451284.1296
Theft from Vehicle,2022,1,5,23,12,79XX CARTIER ST,Marpole,489971.3783,5451226.107
Theft from Vehicle,2022,1,7,2,34,79XX SELKIRK ST,Marpole,490320.0125,5451185.7494
Theft from Vehicle,2022,1,20,12,29,7X E 51ST AVE,Sunset,492391.7167,5452334.9216
Theft from Vehicle,2022,1,22,12,0,7XX BURRARD ST,West End,491107.1134,5458998.8356
Theft from Vehicle,2022,2,8,10,30,7XX BURRARD ST,West End,491107.1134,5458998.8356
Theft from Vehicle,2022,2,8,18,0,7XX BURRARD ST,West End,491107.1134,5458998.8356
Theft from Vehicle,2022,1,30,18,30,7XX BURRARD ST,Central Business District,491195.2806,5459075.5723
Theft from Vehicle,2022,2,2,9,45,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.9518
Theft from Vehicle,2022,2,2,14,0,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.9518
Theft from Vehicle,2022,2,2,20,32,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.9518
Theft from Vehicle,2022,2,5,10,35,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.9518
Theft from Vehicle,2022,2,2,22,0,7XX E 23RD AVE,Kensington-Cedar Cottage,493443.245,5455257.283
Theft from Vehicle,2022,1,8,18,30,7XX HORNBY ST,Central Business District,491171.9882,5458918.1538
Theft from Vehicle,2022,1,9,9,0,7XX HORNBY ST,Central Business District,491171.9882,5458918.1538
Theft from Vehicle,2022,1,14,21,0,7XX HORNBY ST,Central Business District,491171.9882,5458918.1538
Theft from Vehicle,2022,1,29,15,5,7XX HORNBY ST,Central Business District,491171.9882,5458918.1538
Theft from Vehicle,2022,1,10,15,0,7XX HORNBY ST,Central Business District,491207.5124,5458941.2409
Theft from Vehicle,2022,1,28,16,3,7XX JERVIS ST,West End,490718.4513,5459444.0054
Theft from Vehicle,2022,1,12,21,0,7XX MAIN ST,Strathcona,492745.932,5458394.1757
Theft from Vehicle,2022,1,26,13,0,7XX PACIFIC BLVD,Central Business District,491983.9101,5458156.1836
Theft from Vehicle,2022,1,29,18,23,7XX RICHARDS ST,Central Business District,491454.6934,5458635.773
Theft from Vehicle,2022,2,1,8,27,7XX RICHARDS ST,Central Business District,491454.6934,5458635.773
Theft from Vehicle,2022,1,4,15,20,7XX ROBSON ST,Central Business District,491215.7446,5458816.612
Theft from Vehicle,2022,2,2,5,53,7XX ROBSON ST,Central Business District,491218.3872,5458814.0352
Theft from Vehicle,2022,1,10,17,0,7XX SW MARINE DR,Marpole,491037.1578,5450536.9631
Theft from Vehicle,2022,1,29,19,0,7XX SW MARINE DR,Marpole,491151.9994,5450609.4012
Theft from Vehicle,2022,1,8,12,0,7XX UNION ST,Strathcona,493511.8799,5458310.4962
Theft from Vehicle,2022,2,7,22,20,7XX W 41ST AVE,South Cambie,491128.5755,5453458.824
Theft from Vehicle,2022,2,1,18,0,7XX W 62ND AVE,Marpole,491244.5315,5451270.6759
Theft from Vehicle,2022,1,29,12,20,7XX W BROADWAY AVE,Fairview,491172.2681,5456739.2076
Theft from Vehicle,2022,1,18,15,15,7XX W BROADWAY AVE,Fairview,491257.1389,5456737.5491
Theft from Vehicle,2022,1,24,17,30,7XX W CORDOVA ST,Central Business District,491754.3861,5459296.0809
Theft from Vehicle,2022,1,7,9,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Theft from Vehicle,2022,1,26,13,10,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Theft from Vehicle,2022,1,26,22,48,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Theft from Vehicle,2022,2,9,12,30,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Theft from Vehicle,2022,2,1,8,45,7XX W HASTINGS ST,Central Business District,491682.321,5459224.5151
Theft from Vehicle,2022,1,18,18,0,83XX FRASER ST,Sunset,493354.6974,5450629.366
Theft from Vehicle,2022,1,26,12,0,83XX VICTORIA DR,Victoria-Fraserview,495189.037,5450751.267
Theft from Vehicle,2022,1,17,22,30,83XX YUKON ST,Marpole,491614.7722,5450903.3731
Theft from Vehicle,2022,1,8,17,0,84XX SELKIRK ST,Marpole,490320.626,5450817.8649
Theft from Vehicle,2022,1,26,0,0,85XX MONTCALM ST,Marpole,490114.1753,5450692.1874
Theft from Vehicle,2022,1,18,0,0,86XX OSLER ST,Marpole,490416.7026,5450584.918
Theft from Vehicle,2022,1,24,18,0,87XX HUDSON ST,Marpole,490195.759,5450472.0198
Theft from Vehicle,2022,2,7,11,0,88XX LAUREL ST,Marpole,490923.8822,5450230.7068
Theft from Vehicle,2022,2,5,22,0,8X KEEFER PL,Central Business District,492202.5206,5458543.6018
Theft from Vehicle,2022,1,6,0,1,8X NELSON ST,Central Business District,491569.1713,5458021.678
Theft from Vehicle,2022,1,8,19,0,8X NELSON ST,Central Business District,491569.1713,5458021.678
Theft from Vehicle,2022,1,9,4,2,8X NELSON ST,Central Business District,491569.1713,5458021.678
Theft from Vehicle,2022,1,11,16,18,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Theft from Vehicle,2022,1,15,16,0,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
Theft from Vehicle,2022,1,17,13,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2022,1,4,14,5,8XX BURRARD ST,West End,491012.1029,5458904.9078
Theft from Vehicle,2022,2,4,3,0,8XX CAMBIE ST,Central Business District,491592.0879,5458338.6005
Theft from Vehicle,2022,2,3,2,0,8XX CAMBIE ST,Central Business District,491607.4316,5458366.3833
Theft from Vehicle,2022,2,1,12,0,8XX E 32ND AVE,Kensington-Cedar Cottage,493632.0069,5454323.1892
Theft from Vehicle,2022,1,28,11,50,8XX HAMILTON ST,Central Business District,491482.7108,5458367.3131
Theft from Vehicle,2022,1,28,12,0,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4003
Theft from Vehicle,2022,2,8,22,0,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4003
Theft from Vehicle,2022,2,1,17,20,8XX HOMER ST,Central Business District,491402.38,5458427.1507
Theft from Vehicle,2022,1,5,18,0,8XX HOMER ST,Central Business District,491437.7304,5458462.7554
Theft from Vehicle,2022,2,6,21,20,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Theft from Vehicle,2022,1,9,18,0,8XX HOWE ST,Central Business District,491179.9621,5458776.8478
Theft from Vehicle,2022,1,19,19,50,8XX HOWE ST,Central Business District,491179.9621,5458776.8478
Theft from Vehicle,2022,1,20,18,30,8XX HOWE ST,Central Business District,491179.9621,5458776.8478
Theft from Vehicle,2022,1,13,9,0,8XX MALKIN AVE,Strathcona,493698.7168,5457955.3675
Theft from Vehicle,2022,1,13,17,45,8XX MALKIN AVE,Strathcona,493786.6896,5457903.9175
Theft from Vehicle,2022,1,19,12,0,8XX PRIOR ST,Strathcona,493654.528,5458197.3296
Theft from Vehicle,2022,1,3,9,0,8XX SEYMOUR ST,Central Business District,491251.1598,5458553.2893
Theft from Vehicle,2022,1,20,13,39,8XX SEYMOUR ST,Central Business District,491357.176,5458660.7295
Theft from Vehicle,2022,1,27,21,0,8XX TERMINAL AVE,Strathcona,493784.1126,5457522.5487
Theft from Vehicle,2022,1,24,1,30,8XX THURLOW ST,West End,490911.88,5459099.4825
Theft from Vehicle,2022,1,16,17,57,8XX W 60TH AVE,Marpole,490914.3517,5451488.6333
Theft from Vehicle,2022,1,6,20,0,8XX W 8TH AVE,Fairview,491045.9564,5456845.1627
Theft from Vehicle,2022,1,31,9,45,8XX W BROADWAY AVE,Fairview,491125.323,5456740.3027
Theft from Vehicle,2022,2,6,7,0,8XX W HASTINGS ST,Central Business District,491623.7342,5459283.1514
Theft from Vehicle,2022,2,7,12,45,8XX W HASTINGS ST,Central Business District,491623.7342,5459283.1514
Theft from Vehicle,2022,1,15,6,0,90XX SHAUGHNESSY ST,Marpole,490749.2972,5450039.3772
Theft from Vehicle,2022,1,3,18,0,9XX BURRARD ST,Central Business District,490952.141,5458832.437
Theft from Vehicle,2022,1,23,22,0,9XX BUTE ST,West End,490544.4622,5459030.3712
Theft from Vehicle,2022,1,17,8,30,9XX CAMBIE ST,Central Business District,491522.3969,5458268.7109
Theft from Vehicle,2022,2,7,19,30,9XX CANADA PL,Central Business District,491609.2906,5459492.6338
Theft from Vehicle,2022,1,16,12,0,9XX CANADA PL,Central Business District,491612.8672,5459491.059
Theft from Vehicle,2022,1,16,10,30,9XX CANADA PL,Central Business District,491688.8495,5459447.7094
Theft from Vehicle,2022,1,2,22,0,9XX E 19TH AVE,Kensington-Cedar Cottage,493803.68,5455660.8832
Theft from Vehicle,2022,1,26,0,0,9XX E 20TH AVE,Kensington-Cedar Cottage,493767.0792,5455551.1176
Theft from Vehicle,2022,1,2,20,44,9XX E 63RD AVE,Sunset,493669.2775,5451126.4275
Theft from Vehicle,2022,1,8,3,9,9XX E HASTINGS ST,Strathcona,493841.0207,5458697.4081
Theft from Vehicle,2022,1,11,6,30,9XX HOMER ST,Central Business District,491386.6318,5458411.2859
Theft from Vehicle,2022,1,19,14,30,9XX HOWE ST,Central Business District,491006.7888,5458602.6439
Theft from Vehicle,2022,1,3,5,0,9XX MAINLAND ST,Central Business District,491438.8659,5458327.549
Theft from Vehicle,2022,2,6,9,5,9XX MAINLAND ST,Central Business District,491453.3854,5458332.3862
Theft from Vehicle,2022,1,20,0,44,9XX PACIFIC BLVD,Central Business District,491780.9104,5458013.7764
Theft from Vehicle,2022,1,16,18,0,9XX RICHARDS ST,Central Business District,491277.3697,5458444.3802
Theft from Vehicle,2022,1,18,5,0,9XX RICHARDS ST,Central Business District,491277.3697,5458444.3802
Theft from Vehicle,2022,1,15,17,15,9XX SEYMOUR ST,Central Business District,491198.775,5458513.8645
Theft from Vehicle,2022,1,29,23,40,9XX SEYMOUR ST,Central Business District,491207.3693,5458509.5214
Theft from Vehicle,2022,1,8,13,30,9XX SEYMOUR ST,Central Business District,491232.9693,5458547.9668
Theft from Vehicle,2022,1,4,22,40,9XX SMITHE ST,Central Business District,491022.9988,5458762.7695
Theft from Vehicle,2022,1,5,15,50,9XX TERMINAL AVE,Strathcona,493902.9131,5457453.3292
Theft from Vehicle,2022,1,17,14,20,9XX TERMINAL AVE,Strathcona,493902.9131,5457453.3292
Theft from Vehicle,2022,1,23,15,0,9XX TERMINAL AVE,Strathcona,493902.9131,5457453.3292
Theft from Vehicle,2022,2,8,16,45,9XX TERMINAL AVE,Strathcona,493902.9131,5457453.3292
Theft from Vehicle,2022,1,10,23,0,9XX W 64TH AVE,Marpole,490723.4075,5451131.0608
Theft from Vehicle,2022,1,8,13,0,9XX W CORDOVA ST,Central Business District,491637.4587,5459386.6
Theft from Vehicle,2022,1,30,11,45,9XX W CORDOVA ST,Central Business District,491637.4587,5459386.6
Theft from Vehicle,2022,2,3,11,0,9XX W CORDOVA ST,Central Business District,491637.4587,5459386.6
Theft from Vehicle,2022,2,5,12,0,9XX W CORDOVA ST,Central Business District,491637.4587,5459386.6
Theft from Vehicle,2022,2,6,11,5,9XX W CORDOVA ST,Central Business District,491637.4587,5459386.6
Theft from Vehicle,2022,2,8,17,52,9XX W CORDOVA ST,Central Business District,491637.4587,5459386.6
Theft from Vehicle,2022,1,10,14,0,9XX W CORDOVA ST,Central Business District,491637.4921,5459386.5836
Theft from Vehicle,2022,1,30,16,48,9XX W CORDOVA ST,Central Business District,491637.4921,5459386.5836
Theft from Vehicle,2022,1,30,22,0,9XX W CORDOVA ST,Central Business District,491637.4921,5459386.5836
Theft from Vehicle,2022,1,4,12,0,9XX W GEORGIA ST,Central Business District,491259.2299,5459007.7464
Theft from Vehicle,2022,1,20,12,0,9XX W GEORGIA ST,Central Business District,491259.2299,5459007.7464
Theft from Vehicle,2022,2,5,23,0,9XX W GEORGIA ST,Central Business District,491259.2299,5459007.7464
Theft from Vehicle,2022,1,11,19,0,9XX WINDERMERE ST,Hastings-Sunrise,497365.0354,5458182.5507
Theft from Vehicle,2022,1,11,13,30,ABBOTT ST / EXPO BLVD,Central Business District,492170.872,5458437.7708
Theft from Vehicle,2022,1,6,12,0,ABBOTT ST / KEEFER PL,Central Business District,492171.8765,5458556.189
Theft from Vehicle,2022,1,19,14,1,ABBOTT ST / KEEFER PL,Central Business District,492171.877,5458556.1886
Theft from Vehicle,2022,2,2,14,30,ABBOTT ST / W CORDOVA ST,Central Business District,492233.1572,5458913.794
Theft from Vehicle,2022,1,11,7,30,ABBOTT ST / W HASTINGS ST,Central Business District,492203.9203,5458810.8911
Theft from Vehicle,2022,2,5,20,0,ABBOTT ST / W PENDER ST,Central Business District,492175.4366,5458706.8536
Theft from Vehicle,2022,1,14,21,20,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2022,1,14,22,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2022,1,21,18,20,ALEXANDER ST / COLUMBIA ST,Central Business District,492570.16,5459009.3688
Theft from Vehicle,2022,1,15,22,0,ALEXANDER ST / JACKSON AVE,Strathcona,493214.2925,5459030.4255
Theft from Vehicle,2022,1,17,0,0,ARBUTUS ST / W 12TH AVE,Kitsilano,488863.3848,5456482.2206
Theft from Vehicle,2022,1,3,0,0,BIDWELL ST / HARO ST,West End,490188.505,5459676.8617
Theft from Vehicle,2022,1,12,17,49,BIDWELL ST / MAXINE LANE,West End,489690.3907,5459172.4251
Theft from Vehicle,2022,2,4,15,42,BURRARD ST / W CORDOVA ST,Central Business District,491550.3152,5459441.3292
Theft from Vehicle,2022,1,14,16,0,CAMBIE ST / W 41ST AVE,Oakridge,491528.4077,5453418.2883
Theft from Vehicle,2022,1,16,19,56,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6986,5458981.8421
Theft from Vehicle,2022,1,29,20,0,CAMBIE ST / W CORDOVA ST,Central Business District,492061.6986,5458981.8421
Theft from Vehicle,2022,1,23,14,0,CARDERO ST / DAVIE ST,West End,489915.3257,5459172.7169
Theft from Vehicle,2022,1,2,23,30,CAROLINA ST / E 7TH AVE,Mount Pleasant,493379.4205,5456846.3758
Theft from Vehicle,2022,1,2,22,0,CARRALL ST / E CORDOVA ST,Central Business District,492416.8336,5458858.1411
Theft from Vehicle,2022,1,11,11,20,CARRALL ST / E CORDOVA ST,Central Business District,492416.8336,5458858.1411
Theft from Vehicle,2022,1,25,19,0,CARRALL ST / E CORDOVA ST,Central Business District,492416.8336,5458858.1411
Theft from Vehicle,2022,1,21,19,0,CARRALL ST / E PENDER ST,Central Business District,492408.4344,5458642.8036
Theft from Vehicle,2022,1,12,20,30,CHILCO ST / HENSHAW LANE,West End,489668.7258,5459807.529
Theft from Vehicle,2022,1,5,20,0,CYPRESS ST / W 3RD AVE,Kitsilano,489237.301,5457365.3618
Theft from Vehicle,2022,1,7,10,30,DUNLEVY AVE / E PENDER ST,Strathcona,493058.4251,5458620.3552
Theft from Vehicle,2022,1,20,17,0,DUNSMUIR ST / HORNBY ST,Central Business District,491393.3977,5459134.0402
Theft from Vehicle,2022,1,5,5,30,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.5155,5458920.9835
Theft from Vehicle,2022,1,24,14,30,DURWARD AVE / FRASER ST,Riley Park,493422.7101,5454234.4893
Theft from Vehicle,2022,2,3,18,0,E 12TH AVE / KASLO ST,Renfrew-Collingwood,496576.7881,5456256.2992
Theft from Vehicle,2022,1,9,21,0,E 24TH AVE / RENFREW ST,Renfrew-Collingwood,496767.4186,5455114.7886
Theft from Vehicle,2022,1,29,20,0,E 2ND AVE / MAIN ST,Mount Pleasant,492668.0702,5457370.525
Theft from Vehicle,2022,1,24,23,0,E 32ND AVE / LANARK ST,Kensington-Cedar Cottage,494549.1961,5454322.017
Theft from Vehicle,2022,2,5,10,0,E 37TH AVE / FRASER ST,Riley Park,493414.7139,5453756.4345
Theft from Vehicle,2022,1,27,8,0,E 8TH AVE / ONTARIO ST,Mount Pleasant,492371.1921,5456783.4584
Theft from Vehicle,2022,1,6,20,15,E 8TH AVE / QUEBEC ST,Mount Pleasant,492511.161,5456779.4302
Theft from Vehicle,2022,1,8,3,38,E 8TH AVE / QUEBEC ST,Mount Pleasant,492511.161,5456779.4302
Theft from Vehicle,2022,1,1,20,0,E BROADWAY AVE / GLEN DR,Mount Pleasant,494078.2612,5456632.1764
Theft from Vehicle,2022,1,10,16,44,E HASTINGS ST / GORE AVE,Strathcona,492911.3553,5458733.3368
Theft from Vehicle,2022,1,9,14,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Theft from Vehicle,2022,1,23,22,0,E KENT AVE N / PORTSIDE DR,Victoria-Fraserview,495518.8829,5450387.7485
Theft from Vehicle,2022,1,29,22,58,E PENDER ST / GORE AVE,Strathcona,492922.9613,5458624.6968
Theft from Vehicle,2022,1,29,21,45,FRANKLIN ST / SALSBURY DR,Grandview-Woodland,495034.3913,5458825.4714
Theft from Vehicle,2022,1,11,20,30,FRANKLIN ST / WOODLAND DR,Grandview-Woodland,494717.155,5458831.0142
Theft from Vehicle,2022,2,4,20,0,GORE AVE / KEEFER ST,Strathcona,492931.2258,5458524.6102
Theft from Vehicle,2022,2,7,13,0,GORE AVE / POWELL ST,Strathcona,492893.5324,5458938.3811
Theft from Vehicle,2022,2,7,17,0,GRANT ST / RENFREW ST,Hastings-Sunrise,496783.5213,5457623.171
Theft from Vehicle,2022,1,19,18,15,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Theft from Vehicle,2022,2,6,16,30,GRANVILLE ST / NELSON ST,Central Business District,491050.9496,5458506.9491
Theft from Vehicle,2022,2,10,18,45,GRANVILLE ST / W 43RD AVE,Kerrisdale,489837.4405,5453307.8554
Theft from Vehicle,2022,1,30,20,0,GRANVILLE ST / W 7TH AVE,Fairview,489923.7055,5456962.5683
Theft from Vehicle,2022,1,20,19,0,HAMILTON ST / SMITHE ST,Central Business District,491454.4115,5458341.8521
Theft from Vehicle,2022,1,23,21,0,HEATLEY AVE / UNION ST,Strathcona,493475.7921,5458306.643
Theft from Vehicle,2022,1,1,3,0,HELMCKEN ST / HORNBY ST,Central Business District,490792.8375,5458530.2097
Theft from Vehicle,2022,1,22,20,25,HOMER ST / ROBSON ST,Central Business District,491498.8757,5458530.8293
Theft from Vehicle,2022,1,1,1,0,HOMER ST / W CORDOVA ST,Central Business District,492003.712,5459040.6799
Theft from Vehicle,2022,1,10,10,40,HOMER ST / W HASTINGS ST,Central Business District,491931.8761,5458968.1236
Theft from Vehicle,2022,2,5,20,30,HOMER ST / W PENDER ST,Central Business District,491860.155,5458896.0567
Theft from Vehicle,2022,1,19,13,50,HOMER ST / W PENDER ST,Central Business District,491860.1554,5458896.0571
Theft from Vehicle,2022,1,30,23,0,HOWE ST / SMITHE ST,Central Business District,491095.1703,5458699.5476
Theft from Vehicle,2022,2,2,14,0,HOWE ST / SMITHE ST,Central Business District,491095.1703,5458699.5476
Theft from Vehicle,2022,2,2,23,0,HUDSON ST / W 38TH AVE,Shaughnessy,490192.4212,5453806.3656
Theft from Vehicle,2022,1,31,18,30,JELLICOE ST / SE MARINE DR,Killarney,496525.3931,5450548.9406
Theft from Vehicle,2022,2,2,8,48,KINGSWAY AVE / MILLER ST,Kensington-Cedar Cottage,494976.4622,5454912.3794
Theft from Vehicle,2022,1,17,17,30,KINGSWAY AVE / ORMIDALE ST,Killarney,498174.3038,5453272.068
Theft from Vehicle,2022,2,5,11,30,MAIN ST / SE MARINE DR,Sunset,492554.4733,5450922.379
Theft from Vehicle,2022,1,26,13,0,NELSON ST / PACIFIC BLVD,Central Business District,491633.64,5457941.8074
Theft from Vehicle,2022,1,16,4,22,ONTARIO ST / W 40TH AVE,Riley Park,492312.9431,5453541.4582
Theft from Vehicle,2022,1,22,18,0,POWELL ST / PRINCESS AVE,Strathcona,493352.1545,5458924.4447
Theft from Vehicle,2022,1,6,5,30,RICHARDS ST / ROBSON ST,Central Business District,491427.0972,5458601.6677
Theft from Vehicle,2022,2,3,10,30,RICHARDS ST / W GEORGIA ST,Central Business District,491549.4238,5458724.1665
Theft from Vehicle,2022,2,9,18,30,ROBSON ST / SEYMOUR ST,Central Business District,491359.8113,5458669.9096
Theft from Vehicle,2022,2,8,12,32,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Theft from Vehicle,2022,1,19,8,5,SALSBURY DR / VENABLES ST,Grandview-Woodland,495026.8544,5458212.0268
Theft from Vehicle,2022,2,1,21,0,SASAMAT ST / W 5TH AVE,West Point Grey,484801.6858,5457287.0814
Theft from Vehicle,2022,2,10,9,41,SELKIRK ST / W 72ND AVE,Marpole,490283.7793,5450329.5778
Theft from Vehicle,2022,2,6,0,20,SEYMOUR ST / SMITHE ST,Central Business District,491242.0156,5458550.5317
Theft from Vehicle,2022,1,11,7,45,SEYMOUR ST / W HASTINGS ST,Central Business District,491792.6235,5459107.6047
Theft from Vehicle,2022,1,2,10,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.6233,5459035.9169
Theft from Vehicle,2022,1,27,22,15,SEYMOUR ST / W PENDER ST,Central Business District,491721.6233,5459035.9169
Theft from Vehicle,2022,1,11,17,45,SHAUGHNESSY ST / SW MARINE DR,Marpole,490605.9278,5450270.667
Theft from Vehicle,2022,1,22,18,0,SPRUCE ST / W 14TH AVE,Fairview,490602.4494,5456229.3081
Theft from Vehicle,2022,1,17,12,39,STATION ST / TERMINAL AVE,Strathcona,492825.7337,5457754.5891
Theft from Vehicle,2022,2,10,0,35,W 41ST AVE / YEW ST,Arbutus Ridge,488461.3556,5453550.9944
Theft from Vehicle,2022,2,9,19,15,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Theft from Vehicle,2022,1,20,16,10,X E CORDOVA ST,Central Business District,492424.9863,5458861.3321
Theft from Vehicle,2022,1,3,21,30,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft from Vehicle,2022,1,25,21,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft from Vehicle,2022,2,2,14,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft from Vehicle,2022,2,5,23,0,X NK_LOC ST,Strathcona,492765.9374,5458793.3032
Theft of Bicycle,2022,1,18,13,0,10XX BARCLAY ST,West End,490808.7718,5458912.6577
Theft of Bicycle,2022,1,31,23,0,10XX JERVIS ST,West End,490308.1003,5459032.4422
Theft of Bicycle,2022,1,16,16,30,10XX RICHARDS ST,Central Business District,491190.6896,5458356.5276
Theft of Bicycle,2022,1,24,20,0,11XX ALBERNI ST,West End,490995.6077,5459186.3898
Theft of Bicycle,2022,1,28,21,0,11XX CHARLES ST,Strathcona,494213.5338,5457820.728
Theft of Bicycle,2022,2,9,20,40,11XX E PENDER ST,Strathcona,494135.6958,5458585.9418
Theft of Bicycle,2022,2,8,18,52,12XX HOMER ST,Central Business District,491003.1105,5458037.8979
Theft of Bicycle,2022,1,24,13,51,12XX HORNBY ST,Central Business District,490622.4786,5458348.7883
Theft of Bicycle,2022,2,7,11,0,14XX HOWE ST,Central Business District,490436.0475,5458026.7
Theft of Bicycle,2022,1,29,11,0,15XX ANDERSON ST,Fairview,490085.8979,5457527.5449
Theft of Bicycle,2022,1,26,16,30,15XX ANDERSON ST,Fairview,490090.3877,5457544.521
Theft of Bicycle,2022,1,18,18,0,15XX E BROADWAY AVE,Grandview-Woodland,494696.5206,5456628.1195
Theft of Bicycle,2022,1,10,0,0,16XX BAYSHORE DR,Central Business District,490596.6783,5459868.0693
Theft of Bicycle,2022,2,7,18,0,16XX BURNABY ST,West End,489771.2964,5459163.1663
Theft of Bicycle,2022,1,20,6,0,16XX W 14TH AVE,Fairview,489699.9519,5456257.8325
